Date,Open,High,Low,Close,Adj Close,Volume
01-04-2008,4735.649902,5230.75,4628.75,5165.899902,5165.899902,0
01-05-2008,5265.299805,5298.850098,4801.899902,4870.100098,4870.100098,0
01-06-2008,4869.25,4908.799805,4021.699951,4040.550049,4040.550049,0
01-07-2008,4039.75,4539.450195,3790.199951,4332.950195,4332.950195,0
01-08-2008,4331.600098,4649.850098,4201.850098,4360,4360,0
01-09-2008,4356.100098,4558,3715.050049,3921.199951,3921.199951,0
01-10-2008,3921.850098,4000.5,2252.75,2885.600098,2885.600098,0
01-11-2008,2885.399902,3240.550049,2502.899902,2755.100098,2755.100098,0
01-12-2008,2755.149902,3110.449951,2570.699951,2959.149902,2959.149902,0
01-01-2009,2963.300049,3147.199951,2661.649902,2874.800049,2874.800049,0
01-02-2009,2872.350098,2969.75,2677.550049,2763.649902,2763.649902,0
01-03-2009,2764.600098,3123.350098,2539.449951,3020.949951,3020.949951,0
01-04-2009,3023.850098,3517.25,2965.699951,3473.949951,3473.949951,0
01-05-2009,3478.699951,4509.399902,3478.699951,4448.950195,4448.950195,0
01-06-2009,4450.399902,4693.200195,4143.25,4291.100098,4291.100098,0
01-07-2009,4292.299805,4669.75,3918.75,4636.450195,4636.450195,0
01-08-2009,4633.799805,4743.75,4353.450195,4662.100098,4662.100098,0
01-09-2009,4662.200195,5087.600098,4576.600098,5083.950195,5083.950195,0
01-10-2009,5087.200195,5181.950195,4687.5,4711.700195,4711.700195,0
01-11-2009,4712.25,5138,4538.5,5032.700195,5032.700195,0
01-12-2009,5039.700195,5221.850098,4943.950195,5201.049805,5201.049805,0
01-01-2010,5200.899902,5310.850098,4766,4882.049805,4882.049805,0
01-02-2010,4882.049805,4992,4675.399902,4922.299805,4922.299805,0
01-03-2010,4935.600098,5329.549805,4935.350098,5249.100098,5249.100098,0
01-04-2010,5249.200195,5399.649902,5160.899902,5278,5278,0
01-05-2010,5278.399902,5278.700195,4786.450195,5086.299805,5086.299805,0
01-06-2010,5086.25,5366.75,4961.049805,5312.5,5312.5,0
01-07-2010,5312.049805,5477.5,5225.600098,5367.600098,5367.600098,0
01-08-2010,5369.549805,5549.799805,5348.899902,5402.399902,5402.399902,0
01-09-2010,5403.049805,6073.5,5403.049805,6029.950195,6029.950195,0
01-10-2010,6030.299805,6284.100098,5937.100098,6017.700195,6017.700195,0
01-11-2010,6092.299805,6338.5,5690.350098,5862.700195,5862.700195,0
01-12-2010,5871,6147.299805,5721.149902,6134.5,6134.5,0
01-01-2011,6177.450195,6181.049805,5416.649902,5505.899902,5505.899902,0
01-02-2011,5537.299805,5599.25,5177.700195,5333.25,5333.25,0
01-03-2011,5382,5872,5348.200195,5833.75,5833.75,0
01-04-2011,5835,5944.450195,5693.25,5749.5,5749.5,0
01-05-2011,5766.899902,5775.25,5328.700195,5473.100098,5473.100098,0
01-06-2011,5561.049805,5657.899902,5195.899902,5647.399902,5647.399902,0
01-07-2011,5705.75,5740.399902,5453.950195,5482,5482,0
01-08-2011,5527.5,5551.899902,4720,5001,5001,0
01-09-2011,5109.799805,5169.25,4758.850098,4943.25,4943.25,0
01-10-2011,4874.399902,5399.700195,4728.299805,5326.600098,5326.600098,0
01-11-2011,5278.600098,5326.450195,4640.950195,4832.049805,4832.049805,0
01-12-2011,4970.850098,5099.25,4531.149902,4624.299805,4624.299805,0
01-01-2012,4675.799805,5217,4675.799805,5199.25,5199.25,0
01-02-2012,5198.149902,5629.950195,5159,5385.200195,5385.200195,0
01-03-2012,5366,5499.399902,5135.950195,5295.549805,5295.549805,0
01-04-2012,5296.350098,5378.75,5154.299805,5248.149902,5248.149902,0
01-05-2012,5254.299805,5279.600098,4788.950195,4924.25,4924.25,0
01-06-2012,4910.850098,5286.25,4770.350098,5278.899902,5278.899902,0
01-07-2012,5283.850098,5348.549805,5032.399902,5229,5229,0
01-08-2012,5220.700195,5448.600098,5164.649902,5258.5,5258.5,0
01-09-2012,5276.5,5735.149902,5215.700195,5703.299805,5703.299805,0
01-10-2012,5704.75,5815.350098,4888.200195,5619.700195,5619.700195,0
01-11-2012,5609.850098,5885.25,5548.350098,5879.850098,5879.850098,0
01-12-2012,5878.25,5965.149902,5823.149902,5905.100098,5905.100098,0
01-01-2013,5982.600098,6111.799805,5940.600098,6034.75,6034.75,1293100
01-02-2013,6040.950195,6052.950195,5671.899902,5693.049805,5693.049805,3081200
01-03-2013,5702.450195,5971.200195,5604.850098,5682.549805,5682.549805,2879100
01-04-2013,5697.350098,5962.299805,5477.200195,5930.200195,5930.200195,2725300
01-05-2013,5911.399902,6229.450195,5910.950195,5985.950195,5985.950195,3077100
01-06-2013,5997.350098,6011,5566.25,5842.200195,5842.200195,2981700
01-07-2013,5834.100098,6093.350098,5675.75,5742,5742,3519500
01-08-2013,5776.899902,5808.5,5118.850098,5471.799805,5471.799805,5011800
01-09-2013,5480.25,6142.5,5318.899902,5735.299805,5735.299805,4485900
01-10-2013,5756.100098,6309.049805,5700.950195,6299.149902,6299.149902,3840600
01-11-2013,6289.75,6332.600098,5972.450195,6176.100098,6176.100098,3008100
01-12-2013,6171.149902,6415.25,6129.950195,6304,6304,3616400
01-01-2014,6301.25,6358.299805,6027.25,6089.5,6089.5,3280800
01-02-2014,6058.799805,6282.700195,5933.299805,6276.950195,6276.950195,2688200
01-03-2014,6264.350098,6730.049805,6212.25,6704.200195,6704.200195,3853200
01-04-2014,6729.5,6869.850098,6650.399902,6696.399902,6696.399902,2672300
01-05-2014,6709.950195,7563.5,6638.549805,7229.950195,7229.950195,4282600
01-06-2014,7264.049805,7700.049805,7239.5,7611.350098,7611.350098,3619400
01-07-2014,7629,7840.950195,7422.149902,7721.299805,7721.299805,3315500
01-08-2014,7662.5,7968.25,7540.100098,7954.350098,7954.350098,2481800
01-09-2014,7990.350098,8180.200195,7841.799805,7964.799805,7964.799805,2931900
01-10-2014,7960.5,8330.75,7723.850098,8322.200195,8322.200195,2696600
01-11-2014,8348.150391,8617,8290.25,8588.25,8588.25,2698000
01-12-2014,8605.099609,8626.950195,7961.350098,8282.700195,8282.700195,3148800
01-01-2015,8288.700195,8996.599609,8065.450195,8808.900391,8808.900391,3373200
01-02-2015,8802.5,8913.450195,8470.5,8844.599609,8844.599609,3430800
01-03-2015,8953.849609,9119.200195,8269.150391,8491,8491,3727800
01-04-2015,8483.700195,8841.650391,8144.75,8181.5,8181.5,3108200
01-05-2015,8230.049805,8489.549805,7997.149902,8433.650391,8433.650391,3384800
01-06-2015,8417.25,8467.150391,7940.299805,8368.5,8368.5,3156900
01-07-2015,8376.25,8654.75,8315.400391,8532.849609,8532.849609,3097900
01-08-2015,8510.650391,8621.549805,7667.25,7971.299805,7971.299805,3939200
01-09-2015,7907.950195,8055,7539.5,7948.899902,7948.899902,3436500
01-10-2015,7992.049805,8336.299805,7930.649902,8065.799805,8065.799805,3364200
01-11-2015,8054.549805,8116.100098,7714.149902,7935.25,7935.25,2868500
01-12-2015,7958.149902,7979.299805,7551.049805,7946.350098,7946.350098,3026200
01-01-2016,7924.549805,7937.549805,7241.5,7563.549805,7563.549805,3781100
01-02-2016,7589.5,7600.450195,6825.799805,6987.049805,6987.049805,5170500
01-03-2016,7038.25,7777.600098,7035.100098,7738.399902,7738.399902,4809600
01-04-2016,7718.049805,7992,7516.850098,7849.799805,7849.799805,3538800
01-05-2016,7822.700195,8213.599609,7678.350098,8160.100098,8160.100098,4361300
01-06-2016,8179.200195,8308.150391,7927.049805,8287.75,8287.75,4193500
01-07-2016,8313.049805,8674.700195,8287.549805,8638.5,8638.5,3321700
01-08-2016,8654.299805,8819.200195,8518.150391,8786.200195,8786.200195,3826100
01-09-2016,8793.599609,8968.700195,8555.200195,8611.150391,8611.150391,3900400
01-10-2016,8666.150391,8806.950195,8506.150391,8638,8638,3165200
01-11-2016,8653.150391,8669.599609,7916.399902,8224.5,8224.5,4585400
01-12-2016,8244,8274.950195,7893.799805,8185.799805,8185.799805,3118800
01-01-2017,8210.099609,8672.700195,8133.799805,8561.299805,8561.299805,4009100
01-02-2017,8570.349609,8982.150391,8537.5,8879.599609,8879.599609,4398500
01-03-2017,8904.400391,9218.400391,8860.099609,9173.75,9173.75,4835000
01-04-2017,9220.599609,9367.150391,9075.150391,9304.049805,9304.049805,2931300
01-05-2017,9339.849609,9649.599609,9269.900391,9621.25,9621.25,4541800
01-06-2017,9603.549805,9709.299805,9448.75,9520.900391,9520.900391,3558000
01-07-2017,9587.950195,10114.84961,9543.549805,10077.09961,10077.09961,3732400
01-08-2017,10101.04981,10137.84961,9685.549805,9917.900391,9917.900391,4168000
01-09-2017,9937.650391,10178.9502,9687.549805,9788.599609,9788.599609,4165300
01-10-2017,9893.299805,10384.5,9831.049805,10335.29981,10335.29981,4500300
01-11-2017,10390.34961,10490.4502,10094,10226.54981,10226.54981,4650900
01-12-2017,10263.7002,10552.40039,10033.34961,10530.7002,10530.7002,3504400
01-01-2018,10477.54981,11171.54981,10404.65039,11027.7002,11027.7002,4560600
01-02-2018,11044.54981,11117.34961,10276.29981,10492.84961,10492.84961,4389900
01-03-2018,10479.9502,10525.5,9951.900391,10113.7002,10113.7002,4389100
01-04-2018,10151.65039,10759,10111.29981,10739.34961,10739.34961,4499400
01-05-2018,10783.84961,10929.2002,10417.79981,10736.15039,10736.15039,5142500
01-06-2018,10738.4502,10893.25,10550.90039,10714.29981,10714.29981,4683800
01-07-2018,10732.34961,11366,10604.65039,11356.5,11356.5,4648500
01-08-2018,11359.79981,11760.2002,11234.9502,11680.5,11680.5,4923000
01-09-2018,11751.79981,11751.79981,10850.29981,10930.4502,10930.4502,5151800
01-10-2018,10930.90039,11035.65039,10004.54981,10386.59961,10386.59961,7030800
01-11-2018,10441.7002,10922.4502,10341.90039,10876.75,10876.75,5318400
01-12-2018,10930.7002,10985.15039,10333.84961,10862.54981,10862.54981,6533100
01-01-2019,10868.84961,10987.4502,10583.65039,10830.9502,10830.9502,7273800
01-02-2019,10851.34961,11118.09961,10585.65039,10792.5,10792.5,7461400
01-03-2019,10842.65039,11630.34961,10817,11623.90039,11623.90039,6857200
01-04-2019,11665.2002,11856.15039,11549.09961,11748.15039,11748.15039,6516900
01-05-2019,11725.54981,12041.15039,11108.29981,11922.79981,11922.79981,8645600
01-06-2019,11953.75,12103.04981,11625.09961,11788.84961,11788.84961,6788000
01-07-2019,11839.90039,11981.75,10999.40039,11118,11118,9988500
01-08-2019,11060.2002,11181.4502,10637.15039,11023.25,11023.25,11153100
01-09-2019,10960.9502,11694.84961,10670.25,11474.4502,11474.4502,12210000
01-10-2019,11515.40039,11945,11090.15039,11877.4502,11877.4502,15461000
01-11-2019,11886.59961,12158.79981,11802.65039,12056.04981,12056.04981,13178000
01-12-2019,12137.04981,12293.90039,11832.29981,12168.4502,12168.4502,12549800
01-01-2020,12202.15039,12430.5,11929.59961,11962.09961,11962.09961,10965400
01-02-2020,11627.4502,12246.7002,11175.04981,11201.75,11201.75,10198200
01-03-2020,11387.34961,11433,7511.100098,8597.75,8597.75,21303000
01-04-2020,8584.099609,9889.049805,8055.799805,9859.900391,9859.900391,12736300
01-05-2020,9533.5,9598.849609,8806.75,9580.299805,9580.299805,13675900
01-06-2020,9726.849609,10553.15039,9544.349609,10302.09961,10302.09961,16778800
01-07-2020,10323.79981,11341.40039,10299.59961,11073.4502,11073.4502,14640200
01-08-2020,11057.54981,11794.25,10882.25,11387.5,11387.5,14035500
01-09-2020,11464.29981,11618.09961,10790.2002,11247.54981,11247.54981,12928400
01-10-2020,11364.4502,12025.4502,11347.04981,11642.40039,11642.40039,11602500
01-11-2020,11697.34961,13145.84961,11557.40039,12968.9502,12968.9502,13004600
01-12-2020,13062.2002,14024.84961,12962.79981,13981.75,13981.75,12077600
01-01-2021,13996.09961,14753.54981,13596.75,13634.59961,13634.59961,13119900
01-02-2021,13758.59961,15431.75,13661.75,14529.15039,14529.15039,14313900
01-03-2021,14702.5,15336.29981,14264.40039,14690.7002,14690.7002,9886800
